# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Biological Process	GO:0072359	circulatory system development	76	1.932683e-7	2.496447e-3	3.284798e-5	1.995552e+0	2.956576e+1	59	1.079042e-1	2.153285e-1	22	3.991337e-7	5.155610e-3	2.343459e-4	2.315698e+0	1.813708e+1	42	792	9.767442e-2	5.303030e-2	rs1057163508,rs10750397,rs10882102,rs114322470,rs11466334,rs11759026,rs118115876,rs12334481,rs12571751,rs12819124,rs13322435,rs147287548,rs147581833,rs149802978,rs1683935,rs17250977,rs1801282,rs1822105,rs2066827,rs2237897,rs2283164,rs2283220,rs234866,rs2351707,rs28516010,rs2982521,rs3130293,rs314363,rs340874,rs35276020,rs3798519,rs3832289,rs4450871,rs4679370,rs4684859,rs4711750,rs4930044,rs5763857,rs59899263,rs6445424,rs6590339,rs6752053,rs681235,rs6813195,rs6884420,rs6885132,rs7067540,rs719727,rs7252150,rs72631105,rs76549217,rs7747095,rs78408340,rs7903146,rs7948345,rs79687284,rs79696944,rs9348441,rs9677933	ADAMTS9,ANPEP,APOLD1,CITED2,COL2A1,EPHB4,ERBB4,ETS1,EYA1,FBXW7,FGFR2,FGFRL1,GLI2,HEG1,HHEX,INSR,KCNQ1,LEP,LIF,MEIS1,MSX1,NOTCH2,NOTCH4,OTULIN,PAM,PDCD4,PDE3B,PLXND1,PPARG,PROX1,RBM20,RSPO3,SGPL1,SOX4,TCF7L2,TFAP2B,TGFB1,TH,THBS1,TIPARP,VEGFA,ZMIZ1
GO Biological Process	GO:0033197	response to vitamin E	77	2.122960e-7	2.742227e-3	3.561334e-5	2.485969e+1	2.413546e-1	6	8.808563e-4	2.189781e-2	112	1.160244e-4	1.000000e+0	1.338114e-2	1.455581e+1	2.748043e-1	4	12	9.302326e-3	3.333333e-1	rs11696357,rs147287548,rs1801282,rs244080,rs4684859,rs55911137	ADA,CCND1,LEP,PPARG
GO Biological Process	GO:0061017	hepatoblast differentiation	78	2.173972e-7	2.808120e-3	3.600153e-5	8.244347e+1	4.851809e-2	4	1.770733e-4	1.459854e-2	189	5.232346e-4	1.000000e+0	3.575990e-2	4.366744e+1	4.580071e-2	2	2	4.651163e-3	1.000000e+0	rs10882102,rs3110641,rs3110649,rs7501939	HHEX,HNF1B
GO Biological Process	GO:0036293	response to decreased oxygen levels	79	2.257635e-7	2.916187e-3	3.691376e-5	3.135239e+0	8.611783e+0	27	3.142986e-2	9.854015e-2	90	4.654116e-5	6.011722e-1	6.679691e-3	2.673517e+0	7.854822e+0	21	343	4.883721e-2	6.122449e-2	rs10750397,rs11048457,rs11466334,rs11696357,rs12454712,rs13268508,rs147287548,rs149802978,rs17772814,rs1822105,rs2066827,rs244080,rs2982521,rs3217854,rs373676665,rs3774723,rs4711750,rs4930044,rs59387648,rs6590339,rs681235,rs7313918,rs76895963,rs7747095,rs78408340,rs7948345,rs79696944	ADA,APOLD1,ASCL2,BCL2,CDKN1B,CITED2,ETS1,HSF1,ITGA2,ITPR2,LEP,MYC,NOS1,PAM,PPARGC1A,PSMD6,TGFB1,TH,THBS1,TIGAR,VEGFA
GO Biological Process	GO:0071435	potassium ion export	80	2.449648e-7	3.164210e-3	3.955263e-5	2.425328e+1	2.473892e-1	6	9.028805e-4	2.189781e-2	671	1.693208e-2	1.000000e+0	3.259488e-1	9.703876e+0	2.061032e-1	2	9	4.651163e-3	2.222222e-1	rs2237897,rs2283164,rs2283220,rs234866,rs35276020,rs9976596	KCNE2,KCNQ1
GO Biological Process	GO:0061614	pri-miRNA transcription from RNA polymerase II promoter	81	3.217018e-7	4.155422e-3	5.130151e-5	3.705790e+1	1.349240e-1	5	4.924233e-4	1.824818e-2	340	3.044799e-3	1.000000e+0	1.156755e-1	2.183372e+1	9.160143e-2	2	4	4.651163e-3	5.000000e-1	rs10750397,rs1801282,rs4684859,rs6590339,rs7948345	ETS1,PPARG
GO Biological Process	GO:0097623	potassium ion export across plasma membrane	82	3.320387e-7	4.288944e-3	5.230419e-5	3.681898e+1	1.357995e-1	5	4.956187e-4	1.824818e-2	1676	8.850946e-2	1.000000e+0	6.821460e-1	1.091686e+1	9.160143e-2	1	4	2.325581e-3	2.500000e-1	rs2237897,rs2283164,rs2283220,rs234866,rs35276020	KCNQ1
GO Biological Process	GO:0001892	embryonic placenta development	83	4.910174e-7	6.342472e-3	7.641532e-5	5.024259e+0	2.985515e+0	15	1.089604e-2	5.474453e-2	137	2.006654e-4	1.000000e+0	1.891967e-2	4.415809e+0	2.038132e+0	9	89	2.093023e-2	1.011236e-1	rs11042751,rs11759026,rs1182447,rs13268508,rs2237897,rs2283164,rs2283220,rs234866,rs3067768,rs35276020,rs452338,rs5763857,rs719727,rs72631105,rs79696944	ASCL2,CDKN1C,CEBPB,DNAJB6,FGFR2,HSF1,IGF2,LIF,RSPO3
GO Biological Process	GO:0008285	negative regulation of cell proliferation	84	7.406329e-7	9.566755e-3	1.138899e-4	2.130552e+0	2.206001e+1	47	8.051097e-2	1.715328e-1	91	5.210918e-5	6.730943e-1	7.396640e-3	2.130119e+0	1.502263e+1	32	656	7.441860e-2	4.878049e-2	rs1057163508,rs10750397,rs10771371,rs10811661,rs11466334,rs12003808,rs1215466,rs12454712,rs12555274,rs12855,rs13257021,rs13268508,rs1333045,rs137853336,rs17772814,rs1800961,rs1801282,rs1822105,rs191304120,rs2066827,rs2237897,rs2283164,rs2283220,rs234866,rs3067768,rs340874,rs35276020,rs373676665,rs3798519,rs3832289,rs4450871,rs452338,rs4684859,rs4810426,rs5763857,rs576674,rs6474549,rs6590339,rs6752053,rs6777684,rs6813195,rs72631105,rs7948345,rs79687284,rs79696944,rs9348441,rs945712382	ASCL2,BCL2,BCL6,CDKN1B,CDKN1C,CDKN2B,CDKN2C,CEBPB,ERBB4,ETS1,FBXW7,FGFR2,FGFRL1,HMGA1,HNF4A,HSF1,LIF,MEIS1,MSX1,MYC,PDS5B,PPARG,PPARGC1A,PROX1,PTHLH,SMARCA2,SOX4,SPRY2,TFAP2B,TGFB1,THBS1,TP53INP1
GO Biological Process	GO:0007584	response to nutrient	85	8.825123e-7	1.139941e-2	1.341107e-4	4.016897e+0	4.481070e+0	18	1.635427e-2	6.569343e-2	197	5.336062e-4	1.000000e+0	3.498777e-2	3.100647e+0	3.870160e+0	12	169	2.790698e-2	7.100592e-2	rs10811661,rs11466334,rs116401167,rs11696357,rs12003808,rs12420618,rs12555274,rs13268508,rs1333045,rs147287548,rs1801282,rs244080,rs4684859,rs55911137,rs59387648,rs61373376,rs62111724,rs8121708	ACSL1,ADA,CCND1,CDKN2B,FOXA2,GIPR,HSF1,ITGA2,LEP,PPARG,RELA,TGFB1
GO Biological Process	GO:0030325	adrenal gland development	86	1.381295e-6	1.784219e-2	2.074673e-4	8.662845e+0	1.038920e+0	9	3.791678e-3	3.284672e-2	609	1.329168e-2	1.000000e+0	2.819189e-1	5.954651e+0	5.038079e-1	3	22	6.976744e-3	1.363636e-1	rs2237897,rs2283164,rs2283220,rs234866,rs2982521,rs35276020,rs452338,rs681235,rs7252150	CDKN1C,CITED2,INSR
GO Biological Process	GO:0042326	negative regulation of phosphorylation	87	1.479471e-6	1.911033e-2	2.196589e-4	2.421703e+0	1.445264e+1	35	5.274685e-2	1.277372e-1	87	4.067796e-5	5.254372e-1	6.039508e-3	2.442251e+0	1.023646e+1	25	447	5.813953e-2	5.592841e-2	rs10811661,rs10882102,rs11466334,rs11696357,rs12003808,rs1215466,rs12555274,rs12571751,rs12855,rs1333045,rs17772814,rs2066827,rs2237897,rs2283164,rs2283220,rs234866,rs244080,rs3067768,rs3217854,rs35276020,rs373676665,rs3774723,rs452338,rs4898364,rs5763857,rs61506637,rs6752053,rs7067540,rs76263492,rs76895963,rs7732130,rs780094,rs7974748,rs8121708,rs9815690	ATXN7,CDKN1B,CDKN1C,CDKN2B,CDKN2C,DUSP9,FOXA2,GCKR,HHEX,LIF,LRRC66,LRTM1,MECOM,MYC,PDCD4,PKIG,PPARGC1A,PPIF,PTPN1,PTPRR,SPRED2,SPRY2,TGFB1,TIGAR,ZBED3
GO Biological Process	GO:0070365	hepatocyte differentiation	88	1.539068e-6	1.988014e-2	2.259107e-4	1.298183e+1	5.392153e-1	7	1.967939e-3	2.554745e-2	101	7.877222e-5	1.000000e+0	1.007427e-2	1.587907e+1	2.519039e-1	4	11	9.302326e-3	3.636364e-1	rs10882102,rs3110641,rs3110649,rs340874,rs59387648,rs7501939,rs79687284	HHEX,HNF1B,ITGA2,PROX1
GO Biological Process	GO:1903530	regulation of secretion by cell	89	1.588925e-6	2.052414e-2	2.306084e-4	2.189948e+0	1.917854e+1	42	6.999466e-2	1.532847e-1	58	8.980613e-6	1.160026e-1	2.000044e-3	2.259807e+0	1.504553e+1	34	657	7.906977e-2	5.175038e-2	rs10830963,rs10912578,rs10974438,rs11048457,rs114322470,rs114364467,rs11466334,rs11708067,rs12912777,rs137853336,rs1426385,rs147287548,rs149802978,rs1604038,rs17476364,rs1800961,rs1822105,rs191304120,rs2074314,rs2203452,rs2971669,rs34652083,rs35859536,rs3768321,rs3798519,rs3818717,rs4810426,rs56150947,rs5763857,rs6026557,rs61373376,rs61791116,rs62111724,rs62271373,rs73221131,rs7732130,rs78408340,rs7903146,rs80263562,rs8121708,rs9348441,rs9677933	ADCY5,BMP8A,CPLX1,FOXA2,GCK,GIPR,GLP1R,GNAS,HK1,HNF4A,INHBB,IRS1,ITPR2,KCNJ11,LEP,LIF,MBP,MTNR1B,P2RY1,PAM,PDE8B,PFN2,PIM3,RASGRP1,RFX3,SLC2A2,SLC30A8,SOX4,SREBF1,TACR2,TCF7L2,TFAP2B,TGFB1,TNFSF4
GO Biological Process	GO:0048646	anatomical structure formation involved in morphogenesis	90	1.593682e-6	2.058559e-2	2.287288e-4	1.928889e+0	2.851382e+1	55	1.040650e-1	2.007299e-1	52	6.101063e-6	7.880743e-2	1.515528e-3	2.127525e+0	1.880119e+1	40	821	9.302326e-2	4.872107e-2	rs10750397,rs10882102,rs1111874,rs11466334,rs11696357,rs11759026,rs118115876,rs12334481,rs12819124,rs138066904,rs147287548,rs147581833,rs17250977,rs1822105,rs200513066,rs2066827,rs2351707,rs244080,rs2612072,rs2982521,rs3110641,rs3110649,rs3130293,rs3132520,rs314363,rs33966734,rs340874,rs3798519,rs4338565,rs4450871,rs4711750,rs56952027,rs58584712,rs59387648,rs59899263,rs6026557,rs6066137,rs6590339,rs6752053,rs6777684,rs681235,rs6884420,rs6885132,rs719727,rs72631105,rs7313918,rs7501939,rs76549217,rs7747095,rs7948345,rs79687284,rs79994966,rs8121708,rs9348441,rs9677933	ADA,ANPEP,APOLD1,BCL2L11,BCL6,BYSL,CITED2,COL2A1,EPHB4,ETS1,EYA1,EYA2,FGFR2,FOXA2,GLI2,GNAS,HHEX,HMGA2,HNF1B,IRX3,ITGA2,LEP,MEIS1,MSX1,NOS1,NOTCH4,OTULIN,PAX1,PDE3B,PLXND1,POU5F1,PROX1,RSPO3,SOX4,TET1,TFAP2B,TGFB1,THBS1,VEGFA,WNT6
GO Biological Process	GO:0001501	skeletal system development	91	1.607091e-6	2.075879e-2	2.281186e-4	2.274450e+0	1.714700e+1	39	6.258031e-2	1.423358e-1	28	1.083463e-6	1.399509e-2	4.998247e-4	2.735110e+0	1.060287e+1	29	463	6.744186e-2	6.263499e-2	rs10771371,rs11042751,rs11466334,rs12334481,rs12641088,rs12819124,rs13322435,rs138066904,rs147287548,rs147581833,rs1683935,rs17250977,rs2237897,rs2283164,rs2283220,rs234866,rs2421016,rs2612072,rs2616132,rs35048168,rs35276020,rs35889227,rs3768321,rs3818717,rs3832289,rs4338565,rs4450871,rs452338,rs58542926,rs6026557,rs6474549,rs6752053,rs6884420,rs6885132,rs72631105,rs76549217,rs8121708,rs9348441,rs9677933	ANKH,BMP8A,CDKN1C,COL13A1,COL2A1,CYTL1,DMRT2,EYA1,FGFR2,FGFR3,FGFRL1,FOXN3,GLI2,GNAS,HAPLN4,HMGA2,IGF2,LEP,MEIS1,MSX1,PAX1,PDGFC,PLEKHA1,PTHLH,RAI1,SGPL1,SOX4,TGFB1,TIPARP
GO Biological Process	GO:0045787	positive regulation of cell cycle	92	1.612772e-6	2.083218e-2	2.264367e-4	2.826529e+0	9.552350e+0	27	3.486259e-2	9.854015e-2	210	6.398219e-4	1.000000e+0	3.935514e-2	2.317546e+0	8.198328e+0	19	358	4.418605e-2	5.307263e-2	rs10849001,rs11042751,rs11466334,rs13268508,rs13322435,rs138066904,rs1496653,rs2066827,rs2612072,rs2982521,rs3217854,rs33966734,rs340874,rs4238013,rs4338565,rs4450871,rs4898364,rs55911137,rs56952027,rs58584712,rs681235,rs7252150,rs72631105,rs76895963,rs79687284,rs8035987,rs9348441	BCL2L11,CCND1,CCND2,CCND3,CCNL1,CDKN1B,CITED2,FAM58A,FGFR2,HMGA2,HSF1,IGF2,INSR,MSX1,PROX1,SIN3A,SOX4,TGFB1,UBE2E2
GO Biological Process	GO:0098915	membrane repolarization during ventricular cardiac muscle cell action potential	93	1.660079e-6	2.144324e-2	2.305725e-4	1.739284e+1	3.449695e-1	6	1.259013e-3	2.189781e-2	616	1.337027e-2	1.000000e+0	2.803633e-1	1.091686e+1	1.832029e-1	2	8	4.651163e-3	2.500000e-1	rs2237897,rs2283164,rs2283220,rs234866,rs35276020,rs9976596	KCNE2,KCNQ1
GO Biological Process	GO:0050727	regulation of inflammatory response	94	1.774998e-6	2.292765e-2	2.439112e-4	3.142910e+0	7.318058e+0	23	2.670824e-2	8.394161e-2	643	1.496578e-2	1.000000e+0	3.006423e-1	1.928531e+0	7.259413e+0	14	317	3.255814e-2	4.416404e-2	rs10750397,rs10912578,rs11696357,rs12420618,rs147287548,rs147581833,rs17250977,rs1801282,rs244080,rs2862954,rs28708888,rs3130293,rs459193,rs4684859,rs5868014,rs59387648,rs6590339,rs6777684,rs6884420,rs6885132,rs7067540,rs76549217,rs7948345	ADA,BCL6,CPN1,ETS1,GPSM3,IL6ST,ITGA2,LEP,OTULIN,PDCD4,PPARG,RELA,TNFSF4,TYRO3
GO Biological Process	GO:0060372	regulation of atrial cardiac muscle cell membrane repolarization	95	1.885601e-6	2.435631e-2	2.563822e-4	2.576887e+1	1.940325e-1	5	7.081479e-4	1.824818e-2	2298	1.497227e-1	1.000000e+0	8.415875e-1	6.238206e+0	1.603025e-1	1	7	2.325581e-3	1.428571e-1	rs2237897,rs2283164,rs2283220,rs234866,rs35276020	KCNQ1
GO Biological Process	GO:0033673	negative regulation of kinase activity	96	2.268526e-6	2.930255e-2	3.052349e-4	3.004157e+0	7.988931e+0	24	2.915668e-2	8.759124e-2	249	1.184321e-3	1.000000e+0	6.143725e-2	2.481105e+0	6.045694e+0	15	264	3.488372e-2	5.681818e-2	rs10811661,rs10882102,rs11696357,rs12003808,rs1215466,rs12555274,rs12855,rs1333045,rs2066827,rs2237897,rs2283164,rs2283220,rs234866,rs244080,rs3067768,rs35276020,rs452338,rs4898364,rs61506637,rs6752053,rs7067540,rs76263492,rs780094,rs8121708	CDKN1B,CDKN1C,CDKN2B,CDKN2C,DUSP9,FOXA2,GCKR,HHEX,LRRC66,LRTM1,PDCD4,PKIG,PTPN1,SPRED2,SPRY2
GO Biological Process	GO:0090402	oncogene-induced cell senescence	97	2.315806e-6	2.991327e-2	3.083842e-4	4.527857e+1	8.834202e-2	4	3.224161e-4	1.459854e-2	189	5.232346e-4	1.000000e+0	3.575990e-2	4.366744e+1	4.580071e-2	2	2	4.651163e-3	1.000000e+0	rs138066904,rs2612072,rs4338565,rs945712382	HMGA1,HMGA2
GO Biological Process	GO:1901701	cellular response to oxygen-containing compound	98	2.488671e-6	3.214616e-2	3.280221e-4	1.964176e+0	2.596508e+1	51	9.476308e-2	1.861314e-1	24	5.840459e-7	7.544121e-3	3.143384e-4	2.205426e+0	2.040422e+1	45	891	1.046512e-1	5.050505e-2	rs1048169,rs10750397,rs10912578,rs11042751,rs11048457,rs11466334,rs11708067,rs118115876,rs11958808,rs12420618,rs12571751,rs12641088,rs13257021,rs13268508,rs13303359,rs147287548,rs1801282,rs200513066,rs2074314,rs2203452,rs2237897,rs2267716,rs2283164,rs2283220,rs234866,rs2421016,rs243018,rs2971669,rs3067768,rs34652083,rs35276020,rs35625408,rs373676665,rs3818717,rs4684859,rs4930044,rs576674,rs59387648,rs61044233,rs62108438,rs6590339,rs6743071,rs7067540,rs7252150,rs72631105,rs7948345,rs79696944,rs80263562,rs8035987,rs9348441,rs9677933	ADCY5,ATP2B4,BCL11A,CEBPB,CRHR2,ERN1,ETS1,FGFR2,GCK,GLP1R,HCN1,HSF1,IGF2,INHBB,INSR,IRS1,ITGA2,ITPR2,KCNJ11,KCNQ1,KL,KLF1,LEP,OSBPL7,PDCD4,PDE3B,PDGFC,PLEKHA1,PPARG,PPARGC1A,PPIF,PTPN1,RELA,RRAGA,SIN3A,SIPA1,SOX4,SREBF1,TGFB1,TH,TNFSF4,TP53INP1,WNT6,ZFP36L2,ZNF236
GO Biological Process	GO:0035565	regulation of pronephros size	99	2.611260e-6	3.372965e-2	3.407035e-4	1.187095e+2	2.527178e-2	3	9.223278e-5	1.094891e-2	771	2.290036e-2	1.000000e+0	3.836627e-1	4.366744e+1	2.290036e-2	1	1	2.325581e-3	1.000000e+0	rs3110641,rs3110649,rs7501939	HNF1B
GO Biological Process	GO:0061296	negative regulation of mesenchymal cell apoptotic process involved in mesonephric nephron morphogenesis	99	2.611260e-6	3.372965e-2	3.407035e-4	1.187095e+2	2.527178e-2	3	9.223278e-5	1.094891e-2	771	2.290036e-2	1.000000e+0	3.836627e-1	4.366744e+1	2.290036e-2	1	1	2.325581e-3	1.000000e+0	rs3110641,rs3110649,rs7501939	HNF1B
GO Biological Process	GO:0050728	negative regulation of inflammatory response	101	2.966214e-6	3.831459e-2	3.793523e-4	4.636733e+0	3.019368e+0	14	1.101959e-2	5.109489e-2	1085	4.086967e-2	1.000000e+0	4.865562e-1	2.381860e+0	2.519039e+0	6	110	1.395349e-2	5.454545e-2	rs10750397,rs11696357,rs147581833,rs17250977,rs1801282,rs244080,rs28708888,rs4684859,rs6590339,rs6884420,rs6885132,rs7067540,rs76549217,rs7948345	ADA,ETS1,OTULIN,PDCD4,PPARG,TYRO3
GO Biological Process	GO:0048568	embryonic organ development	102	3.144382e-6	4.061598e-2	3.981959e-4	2.305140e+0	1.561727e+1	36	5.699734e-2	1.313869e-1	85	3.824305e-5	4.939855e-1	5.811594e-3	2.507222e+0	9.572349e+0	24	418	5.581395e-2	5.741627e-2	rs10882102,rs11042751,rs11466334,rs11696357,rs11759026,rs1182447,rs1215466,rs12334481,rs12819124,rs13268508,rs2237897,rs2283164,rs2283220,rs234866,rs244080,rs2982521,rs3067768,rs3110641,rs3110649,rs340874,rs35276020,rs4450871,rs452338,rs4711750,rs4930044,rs5763857,rs6026557,rs681235,rs719727,rs72631105,rs75018580,rs7501939,rs7747095,rs79687284,rs79696944,rs9677933	ADA,ASCL2,CDKN1C,CEBPB,CITED2,COL2A1,DNAJB6,EYA1,FGFR2,GLI2,GNAS,HHEX,HNF1B,HSF1,IGF2,LIF,LRIG1,MSX1,PROX1,RSPO3,SPRY2,TGFB1,TH,VEGFA
GO Biological Process	GO:0043086	negative regulation of catalytic activity	103	3.242922e-6	4.188882e-2	4.066876e-4	2.081268e+0	2.114096e+1	44	7.715678e-2	1.605839e-1	527	9.151046e-3	1.000000e+0	2.242961e-1	1.568587e+0	1.976301e+1	31	863	7.209302e-2	3.592121e-2	rs10811661,rs10882102,rs11696357,rs1182447,rs12003808,rs1215466,rs12555274,rs12571751,rs12855,rs13303359,rs1333045,rs1496653,rs1801282,rs1822105,rs191304120,rs2066827,rs2237897,rs2283164,rs2283220,rs234866,rs244080,rs28578070,rs3067768,rs35276020,rs3774723,rs3798519,rs3812549,rs438811,rs452338,rs4684859,rs4711750,rs4810426,rs4898364,rs58584712,rs61506637,rs673736,rs6743071,rs6752053,rs7067540,rs7313918,rs76263492,rs7747095,rs780094,rs8121708	ANAPC1,APOC1,ATP2B4,CDKN1B,CDKN1C,CDKN2B,CDKN2C,DNAJB6,DUSP9,FOXA2,GCKR,GPSM1,HHEX,LPA,LRRC66,LRTM1,NOS1,PDCD4,PKIG,PPARG,PPIF,PSMD6,PTPN1,R3HDML,SPRED2,SPRY2,TFAP2B,THADA,THBS1,UBE2E1,VEGFA
GO Biological Process	GO:0045912	negative regulation of carbohydrate metabolic process	104	3.390756e-6	4.379840e-2	4.211384e-4	9.226480e+0	8.670696e-1	8	3.164488e-3	2.919708e-2	84	3.607571e-5	4.659899e-1	5.547499e-3	7.455417e+0	9.389146e-1	7	41	1.627907e-2	1.707317e-1	rs11466334,rs11577338,rs2971669,rs3217854,rs373676665,rs76895963,rs780094,rs8121708	CLK2,FOXA2,GCK,GCKR,PPARGC1A,TGFB1,TIGAR
GO Biological Process	GO:0022602	ovulation cycle process	105	3.458276e-6	4.467055e-2	4.254338e-4	4.574280e+0	3.060591e+0	14	1.117004e-2	5.109489e-2	102	7.944478e-5	1.000000e+0	1.006067e-2	4.974772e+0	1.809128e+0	9	79	2.093023e-2	1.139241e-1	rs10811661,rs12003808,rs12454712,rs12555274,rs1333045,rs147287548,rs149802978,rs1683935,rs2421016,rs3067768,rs4711750,rs7747095,rs78408340,rs9677933	BCL2,CEBPB,DMRTA1,INHBB,LEP,PAM,PLEKHA1,SGPL1,VEGFA
GO Biological Process	GO:0031667	response to nutrient levels	106	3.699408e-6	4.778525e-2	4.508043e-4	2.585097e+0	1.121815e+1	29	4.094215e-2	1.058394e-1	214	6.697313e-4	1.000000e+0	4.042486e-2	2.199080e+0	9.549449e+0	21	417	4.883721e-2	5.035971e-2	rs1048169,rs10811661,rs11466334,rs116401167,rs11696357,rs12003808,rs12420618,rs12454712,rs12555274,rs13268508,rs1333045,rs147287548,rs1801282,rs244080,rs340874,rs373676665,rs3768321,rs3818717,rs4684859,rs4930044,rs55911137,rs59387648,rs61373376,rs62111724,rs673736,rs79687284,rs79696944,rs8121708,rs9677933	ACSL1,ADA,BCL2,BMP8A,CCND1,CDKN2B,FOXA2,GIPR,HSF1,INHBB,ITGA2,LEP,PPARG,PPARGC1A,PROX1,RELA,RRAGA,SLC22A3,SREBF1,TGFB1,TH
GO Biological Process	GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	107	4.036362e-6	5.213769e-2	4.872681e-4	4.512035e+0	3.102813e+0	14	1.132413e-2	5.109489e-2	1617	7.975256e-2	1.000000e+0	6.370834e-1	2.183372e+0	2.290036e+0	5	100	1.162791e-2	5.000000e-2	rs10811661,rs11466334,rs12003808,rs12555274,rs1333045,rs1822105,rs2237897,rs2283164,rs2283220,rs234866,rs2982521,rs35276020,rs452338,rs681235	CDKN1C,CDKN2B,CITED2,TGFB1,THBS1
GO Biological Process	GO:2001033	negative regulation of double-strand break repair via nonhomologous end joining	108	4.124088e-6	5.327084e-2	4.932486e-4	3.908788e+1	1.023335e-1	4	3.734800e-4	1.459854e-2	340	3.044799e-3	1.000000e+0	1.156755e-1	2.183372e+1	9.160143e-2	2	4	4.651163e-3	5.000000e-1	rs13268508,rs138066904,rs2612072,rs4338565	HMGA2,HSF1
GO Biological Process	GO:0031400	negative regulation of protein modification process	109	4.142561e-6	5.350946e-2	4.909125e-4	2.213984e+0	1.716363e+1	38	6.264100e-2	1.386861e-1	134	1.915386e-4	1.000000e+0	1.846346e-2	2.069209e+0	1.401502e+1	29	612	6.744186e-2	4.738562e-2	rs10811661,rs10882102,rs11466334,rs11696357,rs12003808,rs1215466,rs12420618,rs12555274,rs12855,rs12910361,rs13303359,rs1333045,rs1496653,rs17772814,rs2066827,rs2237897,rs2283164,rs2283220,rs234866,rs244080,rs3067768,rs35276020,rs373676665,rs3774723,rs452338,rs4898364,rs5763857,rs58584712,rs61506637,rs6752053,rs7067540,rs76263492,rs7732130,rs7974748,rs8035987,rs9348441,rs9808924,rs9815690	ANAPC1,ATP2B4,CDKN1B,CDKN1C,CDKN2B,CDKN2C,DUSP9,HHEX,HMG20A,LIF,LRRC66,LRTM1,MECOM,MYC,PDCD4,PKIG,PPARGC1A,PSMD6,PTPN1,PTPRR,RELA,SENP2,SIN3A,SOX4,SPRED2,SPRY2,TGFB1,UBE2E1,ZBED3
GO Biological Process	GO:1903844	regulation of cellular response to transforming growth factor beta stimulus	110	4.321736e-6	5.582386e-2	5.074897e-4	4.484732e+0	3.121703e+0	14	1.139308e-2	5.109489e-2	1663	8.512700e-2	1.000000e+0	6.612059e-1	2.140561e+0	2.335836e+0	5	102	1.162791e-2	4.901961e-2	rs10811661,rs11466334,rs12003808,rs12555274,rs1333045,rs1822105,rs2237897,rs2283164,rs2283220,rs234866,rs2982521,rs35276020,rs452338,rs681235	CDKN1C,CDKN2B,CITED2,TGFB1,THBS1
GO Biological Process	GO:0071417	cellular response to organonitrogen compound	111	4.361557e-6	5.633823e-2	5.075516e-4	2.305319e+0	1.518228e+1	35	5.540978e-2	1.277372e-1	25	9.536939e-7	1.231886e-2	4.927546e-4	2.695521e+0	1.112957e+1	30	486	6.976744e-2	6.172840e-2	rs1048169,rs11042751,rs11048457,rs11466334,rs11708067,rs118115876,rs11958808,rs12420618,rs12641088,rs13268508,rs13303359,rs1801282,rs2074314,rs2203452,rs2237897,rs2267716,rs2283164,rs2283220,rs234866,rs243018,rs2971669,rs3067768,rs35276020,rs373676665,rs3818717,rs4450871,rs4684859,rs4930044,rs576674,rs62108438,rs7252150,rs79696944,rs80263562,rs8035987,rs9677933	ADCY5,ATP2B4,BCL11A,CEBPB,CRHR2,GCK,GLP1R,HCN1,HSF1,IGF2,INHBB,INSR,IRS1,ITPR2,KCNJ11,KCNQ1,KL,KLF1,MSX1,PDE3B,PDGFC,PPARG,PPARGC1A,PTPN1,RELA,RRAGA,SIN3A,SREBF1,TGFB1,TH
GO Biological Process	GO:0035690	cellular response to drug	112	4.399174e-6	5.682413e-2	5.073583e-4	5.803357e+0	1.895455e+0	11	6.917718e-3	4.014599e-2	383	3.973083e-3	1.000000e+0	1.339956e-1	3.969767e+0	1.511424e+0	6	66	1.395349e-2	9.090909e-2	rs111354897,rs13268508,rs17772814,rs2237897,rs2283164,rs2283220,rs234866,rs35276020,rs4930044,rs79696944,rs9976596	HSF1,KCNE2,KCNQ1,MYC,TFRC,TH
GO Biological Process	GO:0010675	regulation of cellular carbohydrate metabolic process	113	4.585766e-6	5.923434e-2	5.241977e-4	4.461132e+0	3.138217e+0	14	1.145335e-2	5.109489e-2	80	2.592176e-5	3.348314e-1	4.185392e-3	4.260238e+0	2.816744e+0	12	123	2.790698e-2	9.756098e-2	rs11042751,rs114364467,rs11577338,rs1426385,rs147287548,rs2169387,rs2203452,rs2971669,rs3217854,rs373676665,rs7252150,rs76895963,rs780094,rs8121708	CLK2,FOXA2,GCK,GCKR,IGF2,INSR,IRS1,LEP,P2RY1,PPARGC1A,PPP1R3B,TIGAR
