rsid,gene_id,pvalue,qtl_group,study_id
rs1496653,ENSG00000174748,0.0257858,Brain_Spinal_cord_cervical_c-1,GTEx_V8
rs1496653,ENSG00000182247,0.0104718,Brain_Spinal_cord_cervical_c-1,GTEx_V8
rs1496653,ENSG00000182247,0.0471369,Brain_Substantia_nigra,GTEx_V8
rs1496653,ENSG00000174748,0.00179351,Brain_Substantia_nigra,GTEx_V8
rs149802978,ENSG00000145725,0.038851,monocyte,BLUEPRINT
rs149802978,ENSG00000145730,0.0454183,monocyte,BLUEPRINT
rs149802978,ENSG00000145725,0.00241862,T-cell,BLUEPRINT
rs149802978,ENSG00000248757,0.00895594,brain,BrainSeq
rs149802978,ENSG00000145723,0.0415291,adipose_naive,FUSION
rs149802978,ENSG00000145725,0.0265218,adipose_naive,FUSION
rs149802978,ENSG00000145723,0.00140738,muscle_naive,FUSION
rs149802978,ENSG00000145725,0.0438754,Adipose_Subcutaneous,GTEx_V8
rs149802978,ENSG00000175749,0.00101716,Adipose_Subcutaneous,GTEx_V8
rs149802978,ENSG00000226926,0.0237334,Adipose_Subcutaneous,GTEx_V8
rs149802978,ENSG00000175749,0.000186179,Adipose_Visceral_Omentum,GTEx_V8
rs17250977,ENSG00000154122,0.0419151,Brain_Anterior_cingulate_cortex_BA24,GTEx_V8
rs17250977,ENSG00000154122,0.00754927,Brain_Caudate_basal_ganglia,GTEx_V8
rs17250977,ENSG00000261360,0.00167915,Brain_Cerebellar_Hemisphere,GTEx_V8
rs17250977,ENSG00000249485,0.0402522,Brain_Cerebellum,GTEx_V8
rs17250977,ENSG00000250662,0.0401277,Brain_Cortex,GTEx_V8
rs17250977,ENSG00000250662,0.0175871,Brain_Frontal_Cortex_BA9,GTEx_V8
rs17250977,ENSG00000249485,0.00398148,Brain_Hippocampus,GTEx_V8
rs17250977,ENSG00000038382,0.012842,Brain_Hippocampus,GTEx_V8
rs17250977,ENSG00000250662,0.0430182,Brain_Hypothalamus,GTEx_V8
rs17250977,ENSG00000249485,0.00957491,Brain_Putamen_basal_ganglia,GTEx_V8
rs17476364,ENSG00000042286,0.0314868,monocyte,BLUEPRINT
rs17476364,ENSG00000060339,0.0256802,T-cell,BLUEPRINT
rs17476364,ENSG00000099284,0.0461166,T-cell,BLUEPRINT
rs17476364,ENSG00000156502,0.00500708,T-cell,BLUEPRINT
rs17476364,ENSG00000156515,0.00178953,T-cell,BLUEPRINT
rs17476364,ENSG00000107625,0.0165944,brain,BrainSeq
rs17476364,ENSG00000171224,0.000577716,brain,BrainSeq
rs17476364,ENSG00000197467,0.00511155,brain,BrainSeq
rs17476364,ENSG00000236154,0.0436941,brain,BrainSeq
rs17476364,ENSG00000060339,0.0306071,muscle_naive,FUSION
rs17476364,ENSG00000165732,0.0424115,muscle_naive,FUSION
rs17476364,ENSG00000099282,0.0261092,T-cell,GENCORD
rs17791513,ENSG00000135069,0.0175382,Brain_Cortex,GTEx_V8
rs17791513,ENSG00000135069,0.0323787,Brain_Hippocampus,GTEx_V8
rs17791513,ENSG00000106829,0.0155776,Brain_Nucleus_accumbens_basal_ganglia,GTEx_V8
rs17791513,ENSG00000186940,0.0374161,Muscle_Skeletal,GTEx_V8
rs17791513,ENSG00000186940,0.0421493,Whole_Blood,GTEx_V8
rs17791513,ENSG00000233086,0.0156021,monocyte_IAV,Quach_2016
rs17791513,ENSG00000106829,0.00204505,monocyte_naive,Quach_2016
rs17791513,ENSG00000106829,0.00540028,monocyte_R848,Quach_2016
rs1822105,ENSG00000137801,4.81097e-07,monocyte,BLUEPRINT
rs1822105,ENSG00000171262,0.0458089,monocyte,BLUEPRINT
rs1822105,ENSG00000175746,0.00335055,monocyte,BLUEPRINT
rs1822105,ENSG00000259345,0.00576931,monocyte,BLUEPRINT
rs1822105,ENSG00000259447,0.00129349,monocyte,BLUEPRINT
rs1822105,ENSG00000276107,1.20973e-07,monocyte,BLUEPRINT
rs1822105,ENSG00000259409,0.0185128,brain,BrainSeq
rs1822105,ENSG00000259584,0.0373073,brain,BrainSeq
rs1822105,ENSG00000137801,0.0145964,adipose_naive,FUSION
rs1822105,ENSG00000140319,0.00361463,adipose_naive,FUSION
rs1822105,ENSG00000156970,0.00285482,adipose_naive,FUSION
rs1822105,ENSG00000275636,0.0100034,muscle_naive,FUSION
rs1822105,ENSG00000259278,0.0113254,T-cell,GENCORD
rs1822105,ENSG00000259307,0.0481008,T-cell,GENCORD
rs184889639,ENSG00000120533,0.0405038,monocyte_IAV,Quach_2016
rs184889639,ENSG00000120533,0.000210433,monocyte_naive,Quach_2016
rs202020783,ENSG00000267325,0.0331333,brain,BrainSeq
rs202020783,ENSG00000166510,0.0053697,adipose_naive,FUSION
rs202020783,ENSG00000196628,0.0206319,adipose_naive,FUSION
rs202020783,ENSG00000267325,0.00304091,adipose_naive,FUSION
rs202020783,ENSG00000166510,0.0138593,Brain_Anterior_cingulate_cortex_BA24,GTEx_V8
rs202020783,ENSG00000166510,0.0405994,Brain_Frontal_Cortex_BA9,GTEx_V8
rs202020783,ENSG00000267327,0.0084292,Brain_Spinal_cord_cervical_c-1,GTEx_V8
rs2169387,ENSG00000253958,0.0127273,monocyte,BLUEPRINT
rs2169387,ENSG00000279949,0.00536594,T-cell,BLUEPRINT
rs2169387,ENSG00000253230,0.0270603,brain,BrainSeq
rs2169387,ENSG00000173273,0.0127163,adipose_naive,FUSION
rs2169387,ENSG00000253958,0.0413362,adipose_naive,FUSION
rs2169387,ENSG00000147324,0.0139969,muscle_naive,FUSION
rs2169387,ENSG00000253958,0.0220176,muscle_naive,FUSION
rs2169387,ENSG00000275342,0.0245364,Adipose_Subcutaneous,GTEx_V8
rs2169387,ENSG00000173281,0.00699429,Adipose_Subcutaneous,GTEx_V8
rs2169387,ENSG00000233609,0.00373523,Adipose_Visceral_Omentum,GTEx_V8
rs2203452,ENSG00000144460,0.0361746,brain,BrainSeq
rs2203452,ENSG00000273301,0.0339165,brain,BrainSeq
rs2203452,ENSG00000169047,5.74989e-10,adipose_naive,FUSION
rs2203452,ENSG00000272622,2.35418e-05,adipose_naive,FUSION
rs2203452,ENSG00000272622,0.0412313,T-cell,GENCORD
rs2203452,ENSG00000169047,3.76694e-16,Adipose_Subcutaneous,GTEx_V8
rs2203452,ENSG00000261379,6.88136e-08,Adipose_Subcutaneous,GTEx_V8
rs2203452,ENSG00000272622,5.09801e-09,Adipose_Subcutaneous,GTEx_V8
rs2203452,ENSG00000261379,0.000773081,Adipose_Visceral_Omentum,GTEx_V8
rs2203452,ENSG00000272622,2.83827e-06,Adipose_Visceral_Omentum,GTEx_V8
rs2203452,ENSG00000169047,1.18266e-10,Adipose_Visceral_Omentum,GTEx_V8
rs2203452,ENSG00000273301,0.0491434,Brain_Frontal_Cortex_BA9,GTEx_V8
rs2283164,ENSG00000053918,0.0423161,T-cell,BLUEPRINT
rs2283164,ENSG00000110619,0.0223938,T-cell,BLUEPRINT
rs2283164,ENSG00000183734,0.0463453,T-cell,BLUEPRINT
rs2283164,ENSG00000205531,0.00569903,brain,BrainSeq
rs2283164,ENSG00000229512,0.0433632,brain,BrainSeq
rs2283164,ENSG00000110651,0.0449311,muscle_naive,FUSION
rs2283164,ENSG00000184281,0.00706667,muscle_naive,FUSION
rs2283164,ENSG00000110628,0.000372241,T-cell,GENCORD
rs2283220,ENSG00000064201,0.0483481,monocyte,BLUEPRINT
rs2283220,ENSG00000214026,0.0174761,T-cell,BLUEPRINT
rs2283220,ENSG00000249086,0.0321758,T-cell,BLUEPRINT
rs2283220,ENSG00000130592,0.00412037,brain,BrainSeq
rs2283220,ENSG00000183734,0.0268144,brain,BrainSeq
rs2283220,ENSG00000226416,0.0167487,brain,BrainSeq
rs2283220,ENSG00000285644,0.0099323,brain,BrainSeq
rs2283220,ENSG00000214026,0.0481576,adipose_naive,FUSION
rs2283220,ENSG00000005801,0.0232682,muscle_naive,FUSION
rs2283220,ENSG00000184281,0.0441443,T-cell,GENCORD
rs2283220,ENSG00000110628,0.0154713,Adipose_Subcutaneous,GTEx_V8
rs2283220,ENSG00000110665,0.0349781,Adipose_Subcutaneous,GTEx_V8
rs243018,ENSG00000162924,0.0471533,monocyte,BLUEPRINT
rs243018,ENSG00000115421,0.0184516,Adipose_Subcutaneous,GTEx_V8
rs243018,ENSG00000162927,0.0352961,Adipose_Subcutaneous,GTEx_V8
rs243018,ENSG00000232713,0.0308163,Brain_Anterior_cingulate_cortex_BA24,GTEx_V8
rs243018,ENSG00000162927,0.0346045,Brain_Frontal_Cortex_BA9,GTEx_V8
rs243018,ENSG00000228414,0.0327027,Brain_Hippocampus,GTEx_V8
rs243018,ENSG00000273302,0.000999925,Brain_Putamen_basal_ganglia,GTEx_V8
rs243018,ENSG00000271889,0.0388042,Brain_Putamen_basal_ganglia,GTEx_V8
rs243018,ENSG00000162928,0.0489512,Brain_Spinal_cord_cervical_c-1,GTEx_V8
rs243018,ENSG00000232713,0.0453014,Brain_Substantia_nigra,GTEx_V8
rs243018,ENSG00000162927,0.00664288,Cells_EBV-transformed_lymphocytes,GTEx_V8
rs2494195,ENSG00000162813,0.0237596,adipose_naive,FUSION
rs2494195,ENSG00000162813,0.00424507,muscle_naive,FUSION
rs2494195,ENSG00000225920,0.0269518,Adipose_Subcutaneous,GTEx_V8
rs2494195,ENSG00000228536,0.000407417,Adipose_Subcutaneous,GTEx_V8
rs2494195,ENSG00000218283,0.0255037,Adipose_Visceral_Omentum,GTEx_V8
rs2494195,ENSG00000277007,0.0194255,Brain_Amygdala,GTEx_V8
rs2494195,ENSG00000228536,0.00476842,Brain_Anterior_cingulate_cortex_BA24,GTEx_V8
rs2616132,ENSG00000060339,0.0301879,monocyte,BLUEPRINT
rs2616132,ENSG00000197467,0.0360191,brain,BrainSeq
rs2616132,ENSG00000060339,0.0327801,T-cell,GENCORD
rs2616132,ENSG00000148730,0.00577806,T-cell,GENCORD
rs2616132,ENSG00000221184,0.0475834,Adipose_Subcutaneous,GTEx_V8
rs2616132,ENSG00000138316,0.0143002,Adipose_Visceral_Omentum,GTEx_V8
rs2616132,ENSG00000197467,0.0143088,Adipose_Visceral_Omentum,GTEx_V8
rs2925979,ENSG00000135698,0.0373281,monocyte,BLUEPRINT
rs2925979,ENSG00000166446,0.00649639,monocyte,BLUEPRINT
rs2925979,ENSG00000166451,0.00634564,monocyte,BLUEPRINT
rs2925979,ENSG00000135698,0.0414461,T-cell,BLUEPRINT
rs2925979,ENSG00000153815,9.18139e-06,adipose_naive,FUSION
rs2925979,ENSG00000153815,0.0184839,Adipose_Subcutaneous,GTEx_V8
rs2925979,ENSG00000103121,0.00567712,Adipose_Visceral_Omentum,GTEx_V8
rs2963468,ENSG00000276778,4.55187e-06,Adipose_Subcutaneous,GTEx_V8
rs2963468,ENSG00000254135,4.19386e-05,Adipose_Subcutaneous,GTEx_V8
rs2963468,ENSG00000164330,0.0287011,Adipose_Visceral_Omentum,GTEx_V8
rs2963468,ENSG00000254135,0.0105762,Adipose_Visceral_Omentum,GTEx_V8
rs2963468,ENSG00000245812,0.0339272,Brain_Amygdala,GTEx_V8
rs2963468,ENSG00000113272,0.0442068,Brain_Anterior_cingulate_cortex_BA24,GTEx_V8
rs2963468,ENSG00000279204,0.0426264,Brain_Cerebellar_Hemisphere,GTEx_V8
rs2963468,ENSG00000145860,0.0465163,Brain_Frontal_Cortex_BA9,GTEx_V8
rs2963468,ENSG00000039600,0.0432752,Brain_Hypothalamus,GTEx_V8
rs2963468,ENSG00000164332,0.0372483,Brain_Nucleus_accumbens_basal_ganglia,GTEx_V8
rs2982521,ENSG00000146386,0.0281457,T-cell,GENCORD
rs2982521,ENSG00000218565,0.0433895,Adipose_Subcutaneous,GTEx_V8
rs2982521,ENSG00000164440,0.0296735,Adipose_Visceral_Omentum,GTEx_V8
rs2982521,ENSG00000225415,0.0326848,Brain_Amygdala,GTEx_V8
rs2982521,ENSG00000225415,0.00430201,Brain_Caudate_basal_ganglia,GTEx_V8
rs2982521,ENSG00000146386,0.0449278,Brain_Caudate_basal_ganglia,GTEx_V8
rs2982521,ENSG00000146386,0.0468076,Brain_Hypothalamus,GTEx_V8
rs2982521,ENSG00000164440,0.0447085,Brain_Nucleus_accumbens_basal_ganglia,GTEx_V8
rs2982521,ENSG00000135597,0.00524093,Brain_Spinal_cord_cervical_c-1,GTEx_V8
rs2982521,ENSG00000203734,0.0487603,Brain_Spinal_cord_cervical_c-1,GTEx_V8
rs35276020,ENSG00000110651,0.0115407,T-cell,BLUEPRINT
rs35276020,ENSG00000130595,0.0027819,brain,BrainSeq
rs35276020,ENSG00000130592,0.034616,adipose_naive,FUSION
rs35276020,ENSG00000205531,0.0058733,adipose_naive,FUSION
rs35276020,ENSG00000238184,0.0466895,adipose_naive,FUSION
rs35742417,ENSG00000124782,0.00268085,monocyte,BLUEPRINT
rs35742417,ENSG00000124783,1.05655e-08,monocyte,BLUEPRINT
rs35742417,ENSG00000238221,6.47844e-06,monocyte,BLUEPRINT
rs35742417,ENSG00000124783,9.45337e-05,T-cell,BLUEPRINT
rs35742417,ENSG00000124491,0.0165798,brain,BrainSeq
rs35742417,ENSG00000124782,0.0268531,adipose_naive,FUSION
rs35742417,ENSG00000168566,0.00954588,adipose_naive,FUSION
rs35742417,ENSG00000238221,0.0055237,adipose_naive,FUSION
rs35742417,ENSG00000124783,0.038553,T-cell,GENCORD
rs35742417,ENSG00000225092,0.0404928,Adipose_Visceral_Omentum,GTEx_V8
rs3822072,ENSG00000152595,0.0263756,brain,BrainSeq
rs3822072,ENSG00000285122,0.016284,brain,BrainSeq
rs3822072,ENSG00000138640,2.03311e-08,adipose_naive,FUSION
rs3822072,ENSG00000270720,0.0447761,adipose_naive,FUSION
rs3822072,ENSG00000118777,0.0232085,muscle_naive,FUSION
rs3822072,ENSG00000118785,0.0138696,muscle_naive,FUSION
rs3822072,ENSG00000138641,0.00268018,T-cell,GENCORD
rs3822072,ENSG00000248019,0.0499811,T-cell,GENCORD
rs3822072,ENSG00000138640,3.36277e-08,Adipose_Subcutaneous,GTEx_V8
rs3822072,ENSG00000177432,0.000481332,Adipose_Subcutaneous,GTEx_V8
rs4338565,ENSG00000155957,0.0274891,monocyte,BLUEPRINT
rs4338565,ENSG00000256072,0.0107973,monocyte,BLUEPRINT
rs4338565,ENSG00000239335,0.0422941,T-cell,BLUEPRINT
rs4338565,ENSG00000277945,0.021447,brain,BrainSeq
rs4338565,ENSG00000174099,0.0493324,adipose_naive,FUSION
rs4338565,ENSG00000174099,0.0303402,Adipose_Subcutaneous,GTEx_V8
rs4338565,ENSG00000225422,0.048378,Adipose_Visceral_Omentum,GTEx_V8
rs4338565,ENSG00000090376,0.0194831,Adipose_Visceral_Omentum,GTEx_V8
rs4338565,ENSG00000155957,0.000753807,Brain_Amygdala,GTEx_V8
rs4338565,ENSG00000127311,0.000227742,Brain_Anterior_cingulate_cortex_BA24,GTEx_V8
rs4338565,ENSG00000156076,0.00690311,Brain_Caudate_basal_ganglia,GTEx_V8
rs4338565,ENSG00000225422,0.0472887,Brain_Cortex,GTEx_V8
rs4338565,ENSG00000174099,0.0420442,Brain_Frontal_Cortex_BA9,GTEx_V8
rs45617834,ENSG00000140105,0.0373735,monocyte,BLUEPRINT
rs45617834,ENSG00000258512,0.0455049,monocyte,BLUEPRINT
rs45617834,ENSG00000176473,0.00364882,T-cell,BLUEPRINT
rs45617834,ENSG00000254656,0.0488857,Adipose_Subcutaneous,GTEx_V8
rs45617834,ENSG00000259004,0.00907231,Adipose_Subcutaneous,GTEx_V8
rs45617834,ENSG00000214548,0.0185593,Adipose_Visceral_Omentum,GTEx_V8
rs45617834,ENSG00000211574,0.00198204,Brain_Amygdala,GTEx_V8
rs45617834,ENSG00000196273,0.00582959,Brain_Amygdala,GTEx_V8
rs45617834,ENSG00000183092,0.0177218,Brain_Amygdala,GTEx_V8
rs45617834,ENSG00000185559,0.00206941,Brain_Amygdala,GTEx_V8
rs459193,ENSG00000250961,0.0068612,adipose_naive,FUSION
rs459193,ENSG00000271828,0.00382304,T-cell,GENCORD
rs459193,ENSG00000248727,0.0267626,Adipose_Subcutaneous,GTEx_V8
rs459193,ENSG00000095015,0.0334687,Adipose_Subcutaneous,GTEx_V8
rs459193,ENSG00000134352,0.0223354,Brain_Amygdala,GTEx_V8
rs459193,ENSG00000271828,0.00112249,Brain_Anterior_cingulate_cortex_BA24,GTEx_V8
rs459193,ENSG00000177058,0.0166704,Brain_Anterior_cingulate_cortex_BA24,GTEx_V8
rs459193,ENSG00000062194,0.0454359,Brain_Anterior_cingulate_cortex_BA24,GTEx_V8
rs459193,ENSG00000164512,0.0413667,Brain_Cerebellar_Hemisphere,GTEx_V8
rs459193,ENSG00000227908,0.0217783,Brain_Cerebellar_Hemisphere,GTEx_V8
rs459193,ENSG00000152670,0.0443588,Brain_Cerebellar_Hemisphere,GTEx_V8
rs459193,ENSG00000095015,0.000977279,Brain_Cerebellum,GTEx_V8
rs459193,ENSG00000155545,0.00525572,Brain_Frontal_Cortex_BA9,GTEx_V8
rs459193,ENSG00000177058,0.00439271,Brain_Frontal_Cortex_BA9,GTEx_V8
rs4865796,ENSG00000272123,0.00196529,T-cell,BLUEPRINT
rs4865796,ENSG00000164171,0.00184455,adipose_naive,FUSION
rs4865796,ENSG00000169271,0.0281413,muscle_naive,FUSION
rs4865796,ENSG00000134363,0.0102509,T-cell,GENCORD
rs4865796,ENSG00000272416,0.0397187,T-cell,GENCORD
rs4865796,ENSG00000178996,0.0305649,Adipose_Subcutaneous,GTEx_V8
rs4865796,ENSG00000272123,0.0377839,Adipose_Visceral_Omentum,GTEx_V8
rs4865796,ENSG00000247796,0.0390801,Brain_Amygdala,GTEx_V8
rs4865796,ENSG00000280159,0.0489188,Brain_Anterior_cingulate_cortex_BA24,GTEx_V8
rs4865796,ENSG00000247796,0.036272,Brain_Anterior_cingulate_cortex_BA24,GTEx_V8
rs4865796,ENSG00000164258,0.0208599,Brain_Caudate_basal_ganglia,GTEx_V8
rs4865796,ENSG00000169271,0.00842646,Brain_Cortex,GTEx_V8
rs4865796,ENSG00000247796,0.0455941,Brain_Cortex,GTEx_V8
rs4865796,ENSG00000247796,0.0150504,Brain_Frontal_Cortex_BA9,GTEx_V8
rs4865796,ENSG00000280159,0.0304431,Brain_Frontal_Cortex_BA9,GTEx_V8
rs4865796,ENSG00000134363,0.0111376,Brain_Nucleus_accumbens_basal_ganglia,GTEx_V8
rs4865796,ENSG00000280159,0.017061,Brain_Spinal_cord_cervical_c-1,GTEx_V8
rs4865796,ENSG00000247796,0.0167103,Brain_Spinal_cord_cervical_c-1,GTEx_V8
rs4950125,ENSG00000188641,0.0238241,muscle_naive,FUSION
rs4950125,ENSG00000188641,0.0463327,Adipose_Subcutaneous,GTEx_V8
rs4950125,ENSG00000280040,0.0175868,Brain_Amygdala,GTEx_V8
rs4950125,ENSG00000232825,0.0232082,Brain_Anterior_cingulate_cortex_BA24,GTEx_V8
rs4950125,ENSG00000117600,0.0464104,Brain_Cortex,GTEx_V8
rs4950125,ENSG00000227034,0.0231994,Brain_Hippocampus,GTEx_V8
rs4950125,ENSG00000228057,0.0276764,Brain_Hippocampus,GTEx_V8
rs4950125,ENSG00000226053,0.00414114,Brain_Hypothalamus,GTEx_V8
rs4950125,ENSG00000225206,0.0130671,Brain_Substantia_nigra,GTEx_V8
rs4950125,ENSG00000117600,0.0232715,Pancreas,GTEx_V8
rs5763857,ENSG00000100263,0.0333525,monocyte,BLUEPRINT
rs5763857,ENSG00000100325,5.64107e-08,monocyte,BLUEPRINT
rs5763857,ENSG00000138942,0.00239389,monocyte,BLUEPRINT
rs5763857,ENSG00000183963,0.0320472,T-cell,BLUEPRINT
rs5807991,ENSG00000259070,0.0408333,brain,BrainSeq
rs5807991,ENSG00000258696,0.00321868,adipose_naive,FUSION
rs5807991,ENSG00000258696,0.00647336,muscle_naive,FUSION
rs5807991,ENSG00000259070,0.0480467,Adipose_Visceral_Omentum,GTEx_V8
rs5807991,ENSG00000258696,0.0142462,Adipose_Visceral_Omentum,GTEx_V8
rs5807991,ENSG00000259048,0.0157851,Adipose_Visceral_Omentum,GTEx_V8
rs5807991,ENSG00000258948,0.0451989,Brain_Anterior_cingulate_cortex_BA24,GTEx_V8
rs5807991,ENSG00000100934,0.0194064,Brain_Cerebellar_Hemisphere,GTEx_V8
rs5807991,ENSG00000241984,0.0345821,Brain_Cerebellum,GTEx_V8
rs5807991,ENSG00000258696,0.0123417,Brain_Cortex,GTEx_V8
rs5807991,ENSG00000259048,0.0326146,Brain_Cortex,GTEx_V8
rs5807991,ENSG00000258940,0.0185837,Brain_Cortex,GTEx_V8
rs5807991,ENSG00000259048,0.0068031,Brain_Hippocampus,GTEx_V8
rs5807991,ENSG00000100941,0.0490551,Brain_Hypothalamus,GTEx_V8
rs5807991,ENSG00000100934,0.022654,Brain_Spinal_cord_cervical_c-1,GTEx_V8
rs58584712,ENSG00000270190,0.00871323,monocyte,BLUEPRINT
rs58584712,ENSG00000153107,0.0428883,T-cell,BLUEPRINT
rs58584712,ENSG00000153107,0.00241786,adipose_naive,FUSION
rs58584712,ENSG00000240350,1.14491e-11,adipose_naive,FUSION
rs58584712,ENSG00000224959,0.0115028,Adipose_Subcutaneous,GTEx_V8
rs58584712,ENSG00000172965,0.0065232,Adipose_Subcutaneous,GTEx_V8
rs58584712,ENSG00000240350,5.56286e-06,Adipose_Subcutaneous,GTEx_V8
rs58584712,ENSG00000153094,0.0207095,Adipose_Subcutaneous,GTEx_V8
rs58584712,ENSG00000240350,0.0451285,Adipose_Visceral_Omentum,GTEx_V8
rs58584712,ENSG00000153208,0.0273283,Adipose_Visceral_Omentum,GTEx_V8
rs5868014,ENSG00000155545,0.00121649,muscle_naive,FUSION
rs5868014,ENSG00000226221,0.0350388,Brain_Amygdala,GTEx_V8
rs5868014,ENSG00000155542,0.0368153,Brain_Amygdala,GTEx_V8
rs5868014,ENSG00000155545,0.00265004,Brain_Amygdala,GTEx_V8
rs5868014,ENSG00000155542,0.0179106,Brain_Cerebellar_Hemisphere,GTEx_V8
rs5868014,ENSG00000134352,0.0150963,Brain_Cerebellum,GTEx_V8
rs5868014,ENSG00000248727,0.00040911,Brain_Cerebellum,GTEx_V8
rs5868014,ENSG00000226221,0.0229474,Brain_Cortex,GTEx_V8
rs5868014,ENSG00000062194,0.00785708,Brain_Hippocampus,GTEx_V8
rs5868014,ENSG00000155545,0.0448426,Brain_Putamen_basal_ganglia,GTEx_V8
rs5868014,ENSG00000155545,0.0339165,Brain_Substantia_nigra,GTEx_V8
rs6066137,ENSG00000101017,0.000882471,monocyte,BLUEPRINT
rs6066137,ENSG00000271784,0.00115773,monocyte,BLUEPRINT
rs6066137,ENSG00000172315,0.0379776,T-cell,BLUEPRINT
rs6066137,ENSG00000255438,0.0115531,T-cell,BLUEPRINT
rs6066137,ENSG00000124140,0.00510915,brain,BrainSeq
rs6066137,ENSG00000064655,1.06929e-10,adipose_naive,FUSION
rs6066137,ENSG00000101040,0.0394607,adipose_naive,FUSION
rs6066137,ENSG00000273893,0.0037569,adipose_naive,FUSION
rs6066137,ENSG00000064655,0.0494076,muscle_naive,FUSION
rs6066137,ENSG00000124151,0.0329497,muscle_naive,FUSION
rs61506637,ENSG00000109184,8.76182e-09,monocyte,BLUEPRINT
rs61506637,ENSG00000163069,4.64629e-17,monocyte,BLUEPRINT
rs62271373,ENSG00000181631,0.0250887,brain,BrainSeq
rs62271373,ENSG00000169903,0.0219545,adipose_naive,FUSION
rs62271373,ENSG00000082996,0.02028,muscle_naive,FUSION
rs62271373,ENSG00000181631,0.0129992,T-cell,GENCORD
rs62271373,ENSG00000242791,0.0313225,T-cell,GENCORD
rs62271373,ENSG00000196428,0.0218566,Adipose_Visceral_Omentum,GTEx_V8
rs62271373,ENSG00000018408,0.0147447,Brain_Anterior_cingulate_cortex_BA24,GTEx_V8
rs62271373,ENSG00000198843,0.0404019,Brain_Caudate_basal_ganglia,GTEx_V8
rs62618693,ENSG00000255252,0.0180673,monocyte,BLUEPRINT
rs62618693,ENSG00000176148,0.0417221,T-cell,BLUEPRINT
rs62618693,ENSG00000085063,0.0402243,brain,BrainSeq
rs62618693,ENSG00000121690,0.00805072,brain,BrainSeq
rs62618693,ENSG00000135378,0.0447268,T-cell,GENCORD
rs62618693,ENSG00000280798,0.00476789,T-cell,GENCORD
rs62618693,ENSG00000241255,0.0338412,Adipose_Subcutaneous,GTEx_V8
rs62618693,ENSG00000149100,5.96573e-05,Adipose_Subcutaneous,GTEx_V8
rs62618693,ENSG00000149100,0.000165938,Adipose_Visceral_Omentum,GTEx_V8
rs62618693,ENSG00000227160,0.0066075,Adipose_Visceral_Omentum,GTEx_V8
rs62618693,ENSG00000184937,0.0363728,Adipose_Visceral_Omentum,GTEx_V8
rs6521058,ENSG00000235587,0.012432,Brain_Amygdala,GTEx_V8
rs6521058,ENSG00000270069,0.0402518,Brain_Amygdala,GTEx_V8
rs6521058,ENSG00000147121,0.0455113,Brain_Anterior_cingulate_cortex_BA24,GTEx_V8
rs6521058,ENSG00000102218,0.0487674,Brain_Anterior_cingulate_cortex_BA24,GTEx_V8
rs6521058,ENSG00000215284,0.0294782,Brain_Caudate_basal_ganglia,GTEx_V8
rs6521058,ENSG00000270499,0.0321039,Brain_Cerebellar_Hemisphere,GTEx_V8
rs6521058,ENSG00000251192,0.0198383,Brain_Cerebellum,GTEx_V8
rs6521058,ENSG00000215284,0.0220956,Brain_Nucleus_accumbens_basal_ganglia,GTEx_V8
rs6521058,ENSG00000213997,0.0488907,Brain_Nucleus_accumbens_basal_ganglia,GTEx_V8
rs6521058,ENSG00000102221,0.0274433,Brain_Spinal_cord_cervical_c-1,GTEx_V8
rs6521058,ENSG00000229491,0.0307861,Brain_Spinal_cord_cervical_c-1,GTEx_V8
rs6743071,ENSG00000115944,0.0389297,monocyte,BLUEPRINT
rs6743071,ENSG00000152518,0.0259306,monocyte,BLUEPRINT
rs6743071,ENSG00000234936,9.08404e-06,monocyte,BLUEPRINT
rs6743071,ENSG00000279873,0.000407342,monocyte,BLUEPRINT
rs6743071,ENSG00000233978,0.0242677,T-cell,BLUEPRINT
rs6743071,ENSG00000234936,0.00732383,T-cell,BLUEPRINT
rs6743071,ENSG00000152527,0.0120665,adipose_naive,FUSION
rs6743071,ENSG00000234936,4.93047e-10,adipose_naive,FUSION
rs6743071,ENSG00000138032,0.0153423,muscle_naive,FUSION
rs6743071,ENSG00000234936,0.00301256,muscle_naive,FUSION
rs6743071,ENSG00000279873,0.0121917,muscle_naive,FUSION
rs6743071,ENSG00000234936,0.0141816,T-cell,GENCORD
rs6743071,ENSG00000152518,5.27138e-06,Adipose_Subcutaneous,GTEx_V8
rs6743071,ENSG00000234936,0.0052839,Adipose_Subcutaneous,GTEx_V8
rs6777684,ENSG00000188001,0.0417409,monocyte,BLUEPRINT
rs6777684,ENSG00000145012,0.0233095,Adipose_Subcutaneous,GTEx_V8
rs6777684,ENSG00000113916,0.0314103,Brain_Cerebellum,GTEx_V8
rs6777684,ENSG00000279891,0.0138076,Brain_Cerebellum,GTEx_V8
rs6777684,ENSG00000157005,0.039395,Brain_Frontal_Cortex_BA9,GTEx_V8
rs6777684,ENSG00000157005,0.000532529,Brain_Nucleus_accumbens_basal_ganglia,GTEx_V8
rs6777684,ENSG00000223401,0.00370261,Brain_Substantia_nigra,GTEx_V8
rs6777684,ENSG00000270959,0.0132521,Brain_Substantia_nigra,GTEx_V8
rs6777684,ENSG00000113916,0.00648986,Brain_Substantia_nigra,GTEx_V8
rs681235,ENSG00000234147,0.0134028,monocyte,BLUEPRINT
rs681235,ENSG00000234147,2.26939e-05,adipose_naive,FUSION
